posX,posY,accX,accY,velX,velY
261.457174,376.101195,-0.009200,-0.001183,3.322312,-3.729591
264.780480,372.365470,0.006155,-0.011936,3.323306,-3.735725
268.096348,368.627792,-0.007437,-0.001953,3.315868,-3.737678
271.427679,364.899222,0.017179,0.007188,3.331331,-3.728570
274.750206,361.168685,-0.008805,-0.001968,3.322526,-3.730537
278.066391,357.426638,-0.004639,-0.013430,3.316185,-3.742047
281.397250,353.697646,0.023353,0.003340,3.330859,-3.728991
284.715589,349.960932,-0.012520,-0.007723,3.318339,-3.736715
288.047296,346.232697,0.015382,0.006226,3.331706,-3.728235
291.370717,342.511291,-0.008285,0.006828,3.323422,-3.721407
294.685521,338.776519,-0.008618,-0.013365,3.314804,-3.734772
298.013391,335.047274,0.013066,0.005527,3.327870,-3.729245
301.338854,331.313469,0.005890,-0.013876,3.325462,-3.733805
304.662457,327.578009,0.004858,-0.009203,3.323604,-3.735459
307.988802,323.844990,0.003483,0.001607,3.326344,-3.733019
311.309951,320.107348,-0.004837,-0.005026,3.321149,-3.737642
314.643404,316.380675,0.014291,0.008746,3.333452,-3.726673
317.974444,312.651845,0.001797,-0.006867,3.331041,-3.728829
321.299738,308.917890,-0.004591,-0.006423,3.325294,-3.733955
324.621138,305.180471,0.004658,-0.013087,3.321400,-3.737419
327.942487,301.443006,0.000001,-0.000103,3.321349,-3.737465
331.263375,297.705132,0.000661,-0.001672,3.320888,-3.737874
334.584148,293.971325,-0.000115,0.004067,3.320773,-3.733807
337.905982,290.234291,0.011047,-0.014461,3.321834,-3.737034
341.229595,286.498840,0.003340,-0.000171,3.323613,-3.735451
344.552404,282.762673,0.006163,-0.008551,3.322808,-3.736167
347.883972,279.034315,0.008891,0.007662,3.331568,-3.728358
351.211972,275.302772,0.001030,-0.008340,3.328000,-3.731543
354.521964,271.570910,-0.018009,-0.000319,3.309992,-3.731862
357.849599,267.839041,0.021006,-0.003777,3.327635,-3.731869
361.175640,264.105801,-0.001594,-0.001371,3.326041,-3.733240
364.489398,260.361604,-0.010830,-0.012600,3.313758,-3.744197
367.820242,256.633357,0.017086,0.015949,3.330844,-3.728248
371.139719,252.899223,-0.011367,-0.005886,3.319477,-3.734134
374.457739,249.159001,-0.001457,-0.006089,3.318020,-3.740222
377.783624,245.425572,0.009846,0.004571,3.325885,-3.733428
381.109579,241.697594,0.000070,0.005450,3.325955,-3.727978
384.435740,237.969460,0.000206,-0.000156,3.326160,-3.728134
387.763268,234.237496,0.004974,-0.007874,3.327528,-3.731964
391.089168,230.505192,-0.001628,-0.000339,3.325900,-3.732303
394.409161,226.774925,-0.005907,0.002036,3.319993,-3.730268
397.730366,223.037333,0.003633,-0.010049,3.321205,-3.737592
401.057025,219.304594,0.006670,0.003489,3.326659,-3.732739
404.393132,215.581542,0.009447,0.009687,3.336106,-3.723052
407.712718,211.851879,-0.016520,-0.006611,3.319586,-3.729663
411.043815,208.123100,0.012529,-0.000257,3.331097,-3.728779
414.376093,204.395377,0.002733,-0.000679,3.332278,-3.727723
417.696815,200.657355,-0.010846,-0.011098,3.320722,-3.738022
421.017136,196.921385,-0.000400,0.002052,3.320321,-3.735970
424.341661,193.187350,0.004203,0.001934,3.324525,-3.734035
427.664572,189.451275,0.000581,-0.004507,3.322911,-3.736076
430.998647,185.725159,0.013712,0.007112,3.334076,-3.726116
434.316821,181.990236,-0.015902,-0.008807,3.318174,-3.734923
437.639614,178.260603,0.004618,0.005290,3.322792,-3.729633
440.960879,174.539916,-0.001527,0.008946,3.321265,-3.720687
444.272868,170.794364,-0.009277,-0.024865,3.311989,-3.745552
448.302380,167.844033,0.717524,0.795221,4.029512,-2.950332
449.169259,167.196513,-3.162633,2.302812,0.866879,-0.647519
453.185953,164.265282,3.149814,-2.283712,4.016694,-2.931231
453.981417,163.671480,-3.221230,2.337428,0.795463,-0.593803
457.975604,160.748990,3.198724,-2.328687,3.994187,-2.922489
458.705181,160.210073,-3.264610,2.383572,0.729577,-0.538917
462.704903,157.298436,3.270145,-2.372719,3.999722,-2.911636
463.364639,156.805988,-3.339986,2.419189,0.659736,-0.492448
467.355558,153.902148,3.331183,-2.411393,3.990919,-2.903841
467.945694,153.458284,-3.400783,2.459977,0.590136,-0.443864
471.930233,150.563125,3.394403,-2.451295,3.984539,-2.895159
472.440242,150.165569,-3.474531,2.497602,0.510009,-0.397556
476.419076,147.267479,3.468825,-2.500533,3.978834,-2.898089
476.861936,146.927319,-3.535974,2.557929,0.442860,-0.340160
480.841933,144.035412,3.537138,-2.551747,3.979998,-2.891907
481.217599,143.741933,-3.604332,2.598428,0.375665,-0.293479
485.194286,140.859956,3.601023,-2.588497,3.976688,-2.881977
485.494770,140.601844,-3.676205,2.623864,0.300483,-0.258113
489.470802,137.739276,3.675549,-2.604455,3.976032,-2.862567
489.702719,137.500394,-3.744115,2.623685,0.231917,-0.238883
493.692623,134.676368,3.757987,-2.585143,3.989904,-2.824025
493.821898,134.445558,-3.860628,2.593215,0.129276,-0.230810
493.821898,134.445558,-3.860628,2.593215,0.129276,-0.230810
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
493.821898,134.445558,0.000000,0.000000,0.000000,0.000000
489.972568,137.247040,-3.978606,3.032292,-3.849330,2.801482
485.931615,140.190961,-0.191623,0.142439,-4.040953,2.943921
481.887236,143.130859,-0.013380,0.003213,-4.044379,2.939898
477.848832,146.068947,0.005976,-0.001810,-4.038403,2.938088
473.806079,149.011079,-0.010947,0.008846,-4.042753,2.942133
469.764859,151.955318,-0.002136,0.004779,-4.041220,2.944239
465.719619,154.894031,-0.011316,-0.000226,-4.045240,2.938713
461.681008,157.841847,0.005199,0.010148,-4.038611,2.947817
457.649867,160.792799,0.007470,0.003135,-4.031141,2.950952
453.604035,163.730696,-0.021595,-0.008041,-4.045832,2.937898
449.573433,166.677143,0.015230,0.008548,-4.030602,2.946446
445.528064,169.612134,-0.014767,-0.011455,-4.045369,2.934991
445.516145,174.612120,4.033435,2.071404,-0.011919,4.999986
445.487658,179.612038,-0.016572,0.000760,-0.028487,4.999919
445.468262,184.610137,0.009090,-0.001821,-0.019397,4.998098
445.446368,189.607537,-0.002497,-0.000698,-0.021894,4.997400
445.433920,194.607521,0.009446,0.002781,-0.012447,4.999985
445.404721,199.601596,-0.016752,-0.005909,-0.029199,4.994075
445.381645,204.596368,0.006123,0.000697,-0.023076,4.994772
445.355481,209.596300,-0.003108,0.008904,-0.026164,4.999932
445.330068,214.583592,0.000752,-0.012639,-0.025413,4.987292
445.308545,219.575942,0.003890,0.005057,-0.021523,4.992350
445.058413,224.569681,-0.228816,0.005496,-0.250133,4.993739
444.847709,229.565240,0.039381,0.002975,-0.210703,4.995558
444.679217,234.562400,0.041782,0.014311,-0.168493,4.997160
444.714769,239.562274,0.204120,0.013176,0.035552,4.999874
444.751455,244.558057,0.001134,-0.004090,0.036686,4.995784
444.751455,244.558057,0.000000,0.000000,0.000000,0.000000
444.768820,244.562669,-0.019321,-4.991172,0.017365,0.004612
444.777793,239.571894,-0.008392,-4.995387,0.008973,-4.990775
