posY,accX,accY,velX,velY
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
398.045023,0,0,0,0
401.392347,-3.991608,2.703211,-3.714219,3.347324
404.734946,-0.005006,-0.004047,-3.718471,3.342599
408.075144,-0.008139,0.002968,-3.720629,3.340198
411.427866,0.006085,0.017222,-3.709347,3.352722
414.741381,0.064811,-0.039208,-3.644536,3.313514
418.088335,-0.055366,0.03344,-3.699902,3.346954
421.428626,-0.012364,-0.006663,-3.712267,3.340291
424.775866,-0.001529,0.006949,-3.713795,3.34724
428.125696,0.010617,0.002591,-3.703178,3.349831
431.472479,-0.010058,-0.003048,-3.713236,3.346782
434.815716,0.001467,-0.003545,-3.711769,3.343237
438.16886,-0.001466,0.013767,-3.708965,3.353144
441.517411,-0.015721,0.005845,-3.713112,3.348551
444.86885,-0.01093,0.015114,-3.710506,3.351439
449.868838,3.699497,1.648954,-0.011008,4.999988
454.86321,0.011613,-0.005616,0.000604,4.994372
459.86321,-0.002206,0.012473,-0.001599,5
464.862599,-0.006291,-0.000611,-0.00789,4.999389
469.85822,-0.009168,-0.003768,-0.017059,4.995621
474.852646,0.013623,-0.001195,-0.003436,4.994426
479.848886,0.003037,0.001814,-0.000399,4.996241
484.841496,-0.014306,-0.003631,-0.014705,4.992609
489.840066,0.000089,0.005961,-0.014616,4.99857
494.832751,0.002926,-0.005885,-0.01169,4.992685
499.827955,-0.207338,0.004347,-0.218948,4.995204
504.814432,0.05125,-0.008726,-0.167698,4.986478
509.81241,0.025335,0.017029,-0.142205,4.997977
514.811922,0.199845,0.001535,0.057639,4.999512
519.808239,-0.003668,-0.003195,0.053972,4.996317
524.806029,-0.011986,0.001473,0.041985,4.99779
529.803354,0.011117,-0.000466,0.053102,4.997325
534.799227,0.001613,-0.001451,0.054715,4.995873
539.798946,-0.001572,0.016059,0.053014,4.999719
544.798779,-0.012106,0.001346,0.040898,4.999833
549.794177,0.01631,-0.004435,0.057209,4.995398
554.395638,1.884451,-0.393937,1.94166,4.601461
556.491271,-1.047003,-2.505828,0.894657,2.095633
561.062829,1.023264,2.475925,1.917921,4.571558
563.08594,-1.047296,-2.548447,0.870625,2.023111
567.624289,1.033494,2.515238,1.90412,4.538349
569.570406,-1.075072,-2.592232,0.829047,1.946117
574.069775,1.062001,2.553252,1.891049,4.499369
575.943527,-1.092848,-2.625616,0.7982,1.873752
580.401045,1.078157,2.583765,1.876358,4.457518
582.21442,-1.098762,-2.644143,0.777595,1.813375
586.634839,1.088171,2.607044,1.865766,4.420419
588.380696,-1.11848,-2.674562,0.747286,1.745857
592.774666,1.101144,2.648113,1.84843,4.39397
594.440868,-1.130184,-2.727768,0.718246,1.666202
598.807705,1.117624,2.700635,1.83587,4.366837
600.397697,-1.152254,-2.776844,0.683616,1.589993
604.737902,1.137923,2.750212,1.821539,4.340205
606.258243,-1.169117,-2.819864,0.652422,1.520341
610.5685,1.172143,2.789917,1.824565,4.310257
612.020672,-1.221773,-2.858085,0.602792,1.452172
616.305465,1.223576,2.83262,1.826368,4.284792
617.697087,-1.25954,-2.89317,0.566827,1.391623
621.950903,1.248628,2.862193,1.815455,4.253816
623.277842,-1.276978,-2.926877,0.538477,1.326939
627.499782,1.275693,2.895002,1.81417,4.221941
628.756209,-1.305228,-2.965514,0.508942,1.256427
632.963636,1.281515,2.951,1.790457,4.207427
634.148176,-1.302158,-3.022886,0.488299,1.18454
638.329988,1.298688,2.997272,1.786988,4.181812
639.453447,-1.328159,-3.058354,0.458829,1.123459
643.618337,1.317604,3.041432,1.776432,4.16489
644.65988,-1.351055,-3.123348,0.425377,1.041543
648.819577,1.349002,3.118154,1.774379,4.159697
649.783579,-1.385658,-3.195695,0.388722,0.964002
653.936701,1.374996,3.189119,1.763718,4.153122
654.822377,-1.402289,-3.267446,0.361429,0.885676
658.96449,1.395678,3.256436,1.757107,4.142113
659.779723,-1.417911,-3.326879,0.339197,0.815234
663.914884,1.412346,3.319928,1.751543,4.135161
664.649496,-1.436209,-3.40055,0.315334,0.734611
668.772854,1.416386,3.388747,1.73172,4.123358
669.436808,-1.439263,-3.459405,0.292457,0.663953
673.547572,1.431157,3.446811,1.723614,4.110765
674.174367,-1.563187,-3.48397,0.160427,0.626795
674.174367,-1.563187,-3.48397,0.160427,0.626795
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
674.174367,0,0,0,0
670.983318,-3.234063,-3.817844,-3.073637,-3.191049
667.356727,-0.368914,-0.436049,-3.442069,-3.626591
663.726175,0.004152,-0.00399,-3.43789,-3.630552
660.101567,-0.004644,0.005944,-3.442535,-3.624608
656.475023,-0.002586,-0.0051,-3.442118,-3.626544
652.850539,-0.000788,0.00206,-3.442906,-3.624484
649.222018,0.002207,-0.004738,-3.440034,-3.628521
645.604505,-0.003003,0.011007,-3.443038,-3.617513
641.99262,0.000718,0.005628,-3.44232,-3.611885
638.372363,0.00579,-0.008372,-3.43653,-3.620257
634.746954,-0.00982,-0.008349,-3.443314,-3.625409
631.12057,-0.003956,-0.006224,-3.442287,-3.626384
627.498674,0.004782,0.004488,-3.437506,-3.621896
623.867801,-0.005701,-0.014951,-3.437552,-3.630873
620.238266,0.002682,0.001338,-3.43487,-3.629535
616.6088,-0.001155,0.000069,-3.436025,-3.629466
612.983416,-0.007925,0.003439,-3.44334,-3.625384
609.353826,0.002957,-0.005765,-3.438906,-3.62959
605.729482,-0.009892,0.000653,-3.444434,-3.624344
602.109902,0.00908,0.004764,-3.435355,-3.61958
598.485345,-0.000165,-0.004976,-3.43552,-3.624557
594.860097,-0.005987,-0.000692,-3.441507,-3.625248
591.233268,0.018231,-0.001581,-3.423276,-3.626829
587.603766,-0.007431,-0.002673,-3.430707,-3.629502
583.977862,-0.012303,0.00337,-3.442793,-3.625904
580.358216,0.005371,0.006258,-3.437422,-3.619646
576.725762,-0.005429,-0.020177,-3.43588,-3.632454
573.092905,0.001571,-0.000402,-3.434309,-3.632856
569.470138,-0.000204,0.01009,-3.434514,-3.622767
565.842513,-0.001499,-0.004858,-3.436013,-3.627625
562.215671,-0.006722,-0.000197,-3.441804,-3.626842
558.594939,-0.009332,0.003058,-3.44823,-3.620733
554.97056,0.009527,-0.003646,-3.438703,-3.624379
551.34481,-0.006572,-0.003814,-3.442955,-3.625749
547.724095,-0.006157,0.004128,-3.448249,-3.620715
544.092616,0.015418,-0.010764,-3.432831,-3.631479
540.467422,-0.01899,-0.002434,-3.44354,-3.625194
536.842145,-0.001564,-0.001819,-3.443453,-3.625277
533.208636,0.006942,-0.010082,-3.434764,-3.63351
529.580431,-0.006209,0.004667,-3.440368,-3.628205
525.957598,-0.006704,0.004271,-3.446024,-3.622833
522.335176,0.003709,0.00041,-3.442315,-3.622422
518.712705,-0.003725,-0.000049,-3.44604,-3.622471
515.083972,0.00682,-0.006262,-3.43922,-3.628733
511.456437,0.00867,0.001198,-3.43055,-3.627535
507.826709,-0.013153,-0.007409,-3.438761,-3.629728
504.201494,-0.003273,0.004513,-3.442033,-3.625215
500.579125,-0.002155,0.002845,-3.444188,-3.62237
496.951981,0.003565,-0.004774,-3.440623,-3.627144
493.319636,0.010434,-0.005201,-3.430189,-3.632345
489.694261,-0.007218,0.006969,-3.437406,-3.625376
486.065863,-0.006052,-0.006496,-3.440164,-3.628398
482.434249,0.020161,-0.003216,-3.420003,-3.631614
478.804791,-0.027853,-0.007141,-3.439046,-3.629458
475.185405,-0.003924,0.010071,-3.44297,-3.619386
471.570331,0.009567,0.004313,-3.433403,-3.615074
467.954439,-0.015716,-0.000819,-3.449119,-3.615892
464.323059,0.006124,-0.021805,-3.437016,-3.63138
460.705991,-0.001212,0.014312,-3.438228,-3.617068
457.079682,-0.005455,-0.010631,-3.442365,-3.62631
453.442917,0.003439,-0.018518,-3.431318,-3.636764
449.813303,-0.01273,0.001696,-3.438881,-3.629614
446.186513,-0.003736,0.002025,-3.441859,-3.626791
443.226756,-0.585778,0.667034,-4.027636,-2.959757
442.598346,3.160861,2.331346,-0.866775,-0.62841
439.642378,-3.154354,-2.327558,-4.021129,-2.955968
439.05562,3.222829,2.36921,-0.7983,-0.586758
436.123823,-3.199481,-2.345039,-3.997782,-2.931797
435.570291,3.25749,2.378266,-0.740291,-0.553531
432.664641,-3.236282,-2.352119,-3.976573,-2.905651
432.146809,3.306192,2.387819,-0.670381,-0.517831
429.255649,-3.310182,-2.373329,-3.980564,-2.89116
428.778728,3.383854,2.414239,-0.59671,-0.476921
425.906182,-3.378795,-2.395625,-3.975505,-2.872546
425.476503,3.436454,2.442867,-0.539051,-0.429679
422.601017,-3.422711,-2.445807,-3.961762,-2.875486
422.225425,3.499971,2.499894,-0.461791,-0.375592
419.364796,-3.504022,-2.485037,-3.965813,-2.860629
419.016241,3.576264,2.512075,-0.389549,-0.348554
416.182993,-3.570706,-2.484695,-3.960255,-2.833249
415.866532,3.646621,2.516788,-0.313633,-0.31646
413.053009,-3.657709,-2.497062,-3.971342,-2.813523
412.764724,3.729873,2.525237,-0.241469,-0.288285
409.9886,-3.735955,-2.487839,-3.977424,-2.776124
409.695134,3.836814,2.482659,-0.14061,-0.293465
409.695134,3.836814,2.482659,-0.14061,-0.293465
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
409.695134,0,0,0,0
405.96327,3.4712,-3.441707,3.32764,-3.731865
402.232992,0.005153,-0.002194,3.329419,-3.730278
398.499498,-0.015062,-0.003216,3.314357,-3.733494
394.768796,0.007634,0.002792,3.321991,-3.730702
391.031196,0.005046,-0.01347,3.321197,-3.7376
387.295006,0.002923,-0.000093,3.322783,-3.73619
383.559193,0.000648,0.000125,3.323206,-3.735813
379.830785,0.008773,0.006883,3.331513,-3.728408
376.101195,-0.0092,-0.001183,3.322312,-3.729591
372.36547,0.006155,-0.011936,3.323306,-3.735725
368.627792,-0.007437,-0.001953,3.315868,-3.737678
364.899222,0.017179,0.007188,3.331331,-3.72857
361.168685,-0.008805,-0.001968,3.322526,-3.730537
357.426638,-0.004639,-0.01343,3.316185,-3.742047
353.697646,0.023353,0.00334,3.330859,-3.728991
349.960932,-0.01252,-0.007723,3.318339,-3.736715
346.232697,0.015382,0.006226,3.331706,-3.728235
342.511291,-0.008285,0.006828,3.323422,-3.721407
338.776519,-0.008618,-0.013365,3.314804,-3.734772
335.047274,0.013066,0.005527,3.32787,-3.729245
331.313469,0.00589,-0.013876,3.325462,-3.733805
327.578009,0.004858,-0.009203,3.323604,-3.735459
323.84499,0.003483,0.001607,3.326344,-3.733019
320.107348,-0.004837,-0.005026,3.321149,-3.737642
316.380675,0.014291,0.008746,3.333452,-3.726673
312.651845,0.001797,-0.006867,3.331041,-3.728829
308.91789,-0.004591,-0.006423,3.325294,-3.733955
305.180471,0.004658,-0.013087,3.3214,-3.737419
301.443006,0.000001,-0.000103,3.321349,-3.737465
297.705132,0.000661,-0.001672,3.320888,-3.737874
293.971325,-0.000115,0.004067,3.320773,-3.733807
290.234291,0.011047,-0.014461,3.321834,-3.737034
286.49884,0.00334,-0.000171,3.323613,-3.735451
282.762673,0.006163,-0.008551,3.322808,-3.736167
279.034315,0.008891,0.007662,3.331568,-3.728358
275.302772,0.00103,-0.00834,3.328,-3.731543
271.57091,-0.018009,-0.000319,3.309992,-3.731862
267.839041,0.021006,-0.003777,3.327635,-3.731869
264.105801,-0.001594,-0.001371,3.326041,-3.73324
260.361604,-0.01083,-0.0126,3.313758,-3.744197
256.633357,0.017086,0.015949,3.330844,-3.728248
252.899223,-0.011367,-0.005886,3.319477,-3.734134
249.159001,-0.001457,-0.006089,3.31802,-3.740222
245.425572,0.009846,0.004571,3.325885,-3.733428
241.697594,0.00007,0.00545,3.325955,-3.727978
237.96946,0.000206,-0.000156,3.32616,-3.728134
234.237496,0.004974,-0.007874,3.327528,-3.731964
230.505192,-0.001628,-0.000339,3.3259,-3.732303
226.774925,-0.005907,0.002036,3.319993,-3.730268
223.037333,0.003633,-0.010049,3.321205,-3.737592
219.304594,0.00667,0.003489,3.326659,-3.732739
215.581542,0.009447,0.009687,3.336106,-3.723052
211.851879,-0.01652,-0.006611,3.319586,-3.729663
208.1231,0.012529,-0.000257,3.331097,-3.728779
204.395377,0.002733,-0.000679,3.332278,-3.727723
200.657355,-0.010846,-0.011098,3.320722,-3.738022
196.921385,-0.0004,0.002052,3.320321,-3.73597
193.18735,0.004203,0.001934,3.324525,-3.734035
189.451275,0.000581,-0.004507,3.322911,-3.736076
185.725159,0.013712,0.007112,3.334076,-3.726116
181.990236,-0.015902,-0.008807,3.318174,-3.734923
178.260603,0.004618,0.00529,3.322792,-3.729633
174.539916,-0.001527,0.008946,3.321265,-3.720687
170.794364,-0.009277,-0.024865,3.311989,-3.745552
167.844033,0.717524,0.795221,4.029512,-2.950332
167.196513,-3.162633,2.302812,0.866879,-0.647519
164.265282,3.149814,-2.283712,4.016694,-2.931231
163.67148,-3.22123,2.337428,0.795463,-0.593803
160.74899,3.198724,-2.328687,3.994187,-2.922489
160.210073,-3.26461,2.383572,0.729577,-0.538917
157.298436,3.270145,-2.372719,3.999722,-2.911636
156.805988,-3.339986,2.419189,0.659736,-0.492448
153.902148,3.331183,-2.411393,3.990919,-2.903841
153.458284,-3.400783,2.459977,0.590136,-0.443864
150.563125,3.394403,-2.451295,3.984539,-2.895159
150.165569,-3.474531,2.497602,0.510009,-0.397556
147.267479,3.468825,-2.500533,3.978834,-2.898089
146.927319,-3.535974,2.557929,0.44286,-0.34016
144.035412,3.537138,-2.551747,3.979998,-2.891907
143.741933,-3.604332,2.598428,0.375665,-0.293479
140.859956,3.601023,-2.588497,3.976688,-2.881977
140.601844,-3.676205,2.623864,0.300483,-0.258113
137.739276,3.675549,-2.604455,3.976032,-2.862567
137.500394,-3.744115,2.623685,0.231917,-0.238883
134.676368,3.757987,-2.585143,3.989904,-2.824025
134.445558,-3.860628,2.593215,0.129276,-0.23081
134.445558,-3.860628,2.593215,0.129276,-0.23081
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
134.445558,0,0,0,0
137.24704,-3.978606,3.032292,-3.84933,2.801482
140.190961,-0.191623,0.142439,-4.040953,2.943921
143.130859,-0.01338,0.003213,-4.044379,2.939898
146.068947,0.005976,-0.00181,-4.038403,2.938088
149.011079,-0.010947,0.008846,-4.042753,2.942133
151.955318,-0.002136,0.004779,-4.04122,2.944239
154.894031,-0.011316,-0.000226,-4.04524,2.938713
157.841847,0.005199,0.010148,-4.038611,2.947817
160.792799,0.00747,0.003135,-4.031141,2.950952
163.730696,-0.021595,-0.008041,-4.045832,2.937898
166.677143,0.01523,0.008548,-4.030602,2.946446
169.612134,-0.014767,-0.011455,-4.045369,2.934991
174.61212,4.033435,2.071404,-0.011919,4.999986
179.612038,-0.016572,0.00076,-0.028487,4.999919
184.610137,0.00909,-0.001821,-0.019397,4.998098
189.607537,-0.002497,-0.000698,-0.021894,4.9974
194.607521,0.009446,0.002781,-0.012447,4.999985
199.601596,-0.016752,-0.005909,-0.029199,4.994075
204.596368,0.006123,0.000697,-0.023076,4.994772
209.5963,-0.003108,0.008904,-0.026164,4.999932
214.583592,0.000752,-0.012639,-0.025413,4.987292
219.575942,0.00389,0.005057,-0.021523,4.99235
224.569681,-0.228816,0.005496,-0.250133,4.993739
229.56524,0.039381,0.002975,-0.210703,4.995558
234.5624,0.041782,0.014311,-0.168493,4.99716
239.562274,0.20412,0.013176,0.035552,4.999874
244.558057,0.001134,-0.00409,0.036686,4.995784
244.558057,0,0,0,0
244.562669,-0.019321,-4.991172,0.017365,0.004612
239.571894,-0.008392,-4.995387,0.008973,-4.990775
